book,code,description,category,trade,hours,parts_allowance,list_price,labor_value,active,notes
plumbing,Artesian Discount,Multiple Jobs Discount,Plumbing,plumbing,0,0,10.00,10.00,false,Discount; Discount — not sold hours
plumbing,PA3E,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,8.75,0,1641.00,1641.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4A,Quick Fix with Cap · 30 day warranty,Drain-Cleaning,plumbing,2.25,0,431.00,431.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4B,Main System Restoration and Access System Only · 6 month warranty,Drain-Cleaning,plumbing,3.5,0,647.00,647.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,4.75,0,862.00,862.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,5.75,0,1078.00,1078.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,7,0,1293.00,1293.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5A,PA5A,Drain-Cleaning,plumbing,3.75,0,685.00,685.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5B,PA5B,Drain-Cleaning,plumbing,5.25,0,979.00,979.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,6.25,0,1159.00,1159.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,7.75,0,1449.00,1449.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,9.5,0,1739.00,1739.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6A,Additional Drain Machine Time,Drain-Cleaning,plumbing,0.75,0,120.00,120.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6B,Main System Restoration and Access System Only · 6 month warranty,Drain-Cleaning,plumbing,5.75,0,1081.00,1081.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,7.75,0,1442.00,1442.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,9.75,0,1802.00,1802.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,11.75,0,2162.00,2162.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7A,Additional Sewer Camera Time,Drain-Cleaning,plumbing,1,0,180.00,180.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,2.5,0,483.00,483.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7C,PA7C,Drain-Cleaning,plumbing,3,0,549.00,549.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,4.25,0,805.00,805.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,5.25,0,966.00,966.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,2.75,0,486.00,486.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,4,0,729.00,729.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8C,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection and treatment service · Locate connections · 1 year warra,Drain-Cleaning,plumbing,5.25,0,972.00,972.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,6.5,0,1214.00,1214.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,8,0,1457.00,1457.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,3.5,0,661.00,661.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,5.25,0,991.00,991.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9C,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection and treatment service · Locate connections · 1 year warra,Drain-Cleaning,plumbing,7.25,0,1322.00,1322.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,9,0,1652.00,1652.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,10.75,0,1982.00,1982.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1A,Quick Fix · 6 month warranty,Pressure,plumbing,3.25,0,600.00,600.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1B,PB1B,Pressure,plumbing,3.75,0,714.00,714.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1C,PB1C,Pressure,plumbing,3.75,0,714.00,714.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,8,0,1501.00,1501.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,9.75,0,1801.00,1801.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2A,Quick Fix · 6 month warranty,Pressure,plumbing,4,0,757.00,757.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2B,Main Components Only · Single isolation system · 9 month warranty,Pressure,plumbing,6.25,0,1135.00,1135.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2C,Complete Pressure Control System Renovation · Flush supply system · Piping and fixture inspection service · Component isolation system · 1 year warranty,Pressure,plumbing,8.25,0,1514.00,1514.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,10.25,0,1892.00,1892.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,12.25,0,2270.00,2270.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3A,Quick Fix · 6 month warranty,Pressure,plumbing,5,0,935.00,935.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3B,Main Components Only · Single isolation system · 9 month warranty,Pressure,plumbing,7.5,0,1403.00,1403.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3C,Complete Pressure Control System Renovation · Flush supply system · Piping and fixture inspection service · Component isolation system · 1 year warranty,Pressure,plumbing,10,0,1870.00,1870.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,12.75,0,2338.00,2338.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,15.25,0,2806.00,2806.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4A,PB4A,Pressure,plumbing,2.5,0,447.00,447.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,3.25,0,606.00,606.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,4.25,0,808.00,808.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,5.5,0,1010.00,1010.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,6.5,0,1211.00,1211.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5A,Quick Fix · Performance and safety testing · 6 month warranty,Pressure,plumbing,3.25,0,592.00,592.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,4.75,0,888.00,888.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,6.5,0,1184.00,1184.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,8,0,1480.00,1480.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,9.5,0,1776.00,1776.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6A,Quick Fix · Performance and safety testing · 6 month warranty,Pressure,plumbing,4,0,744.00,744.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,6,0,1115.00,1115.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,8,0,1487.00,1487.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,10,0,1859.00,1859.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,12,0,2231.00,2231.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,5.25,0,963.00,963.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10B,·,Fixtures,plumbing,4,0,750.00,750.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10C,Water Saver Single Stage Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warrant,Fixtures,plumbing,10.5,0,1927.00,1927.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,13,0,2409.00,2409.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10E,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,15.5,0,2890.00,2890.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,7.25,0,1326.00,1326.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,10.75,0,1988.00,1988.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11C,Water Saver Single Stage Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warrant,Fixtures,plumbing,14.25,0,2651.00,2651.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,18,0,3314.00,3314.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11E,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,21.5,0,3977.00,3977.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12A,PC12A,Fixtures,plumbing,3,0,568.00,568.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,4.25,0,765.00,765.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,5.5,0,1021.00,1021.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,7,0,1276.00,1276.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,8.25,0,1531.00,1531.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13A,Quick Fix · 30 day warranty,Fixtures,plumbing,3.5,0,631.00,631.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,5,0,946.00,946.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,6.75,0,1261.00,1261.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,8.5,0,1577.00,1577.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,10.25,0,1892.00,1892.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14A,Quick Fix · 30 day warranty,Fixtures,plumbing,4,0,736.00,736.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,6,0,1104.00,1104.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,8,0,1472.00,1472.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,10,0,1840.00,1840.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,12,0,2208.00,2208.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC15A,Quick Fix · 30 day warranty,Fixtures,plumbing,4.75,0,882.00,882.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC15B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,7.25,0,1324.00,1324.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC15C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,9.5,0,1765.00,1765.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC15D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,12,0,2206.00,2206.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC15E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,14.25,0,2647.00,2647.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC16A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,9.5,0,1748.00,1748.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC16B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,14.25,0,2622.00,2622.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC16C,Supreme Water Saver Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warranty,Fixtures,plumbing,19,0,3496.00,3496.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC16D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,23.75,0,4371.00,4371.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC16E,Premium Water Saver Fixture Renovation · Extreme pressure delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete s,Fixtures,plumbing,28.25,0,5245.00,5245.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC17A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,11.5,0,2110.00,2110.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC17B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,17,0,3166.00,3166.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC17C,Supreme Water Saver Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warranty,Fixtures,plumbing,22.75,0,4221.00,4221.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC17D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,28.5,0,5276.00,5276.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC17E,Premium Water Saver Fixture Renovation · Extreme pressure delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete s,Fixtures,plumbing,34.25,0,6331.00,6331.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC18A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,13.25,0,2473.00,2473.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC18B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,20,0,3709.00,3709.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC18C,Supreme Water Saver Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warranty,Fixtures,plumbing,26.75,0,4945.00,4945.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC18D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,33.5,0,6182.00,6182.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC18E,Premium Water Saver Fixture Renovation · Extreme pressure delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete s,Fixtures,plumbing,40,0,7418.00,7418.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC19A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,14,0,2593.00,2593.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC19B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,21,0,3890.00,3890.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC19C,Supreme Water Saver Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warranty,Fixtures,plumbing,28,0,5186.00,5186.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC19D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,35,0,6483.00,6483.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
